"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"303",302,296,"Tsai Eng-meng","$7.8 B",65,"Taiwan","food, beverages","Food & Beverage",NA
"304",303,304,"Bajaj siblings","$7.7 B",64,"India","two-wheelers, finance","Automotive",NA
"305",304,304,"Ashwin Dani & family","$7.7 B",79,"India","paints","Manufacturing",NA
"306",305,304,"Ding Shijia","$7.7 B",58,"China","sports apparel","Fashion & Retail",NA
"307",306,304,"Karel Komarek","$7.7 B",53,"Czechia","oil and gas, IT, lotteries","Gambling & Casinos",NA
"308",307,304,"Henry Kravis","$7.7 B",78,"United States","private equity","Finance & Investments",NA
"309",308,304,"Frederik Paulsen","$7.7 B",71,"Sweden","health care","Healthcare",NA
"310",309,304,"Safra siblings","$7.7 B",64,"Brazil","banking","Finance & Investments",NA
"311",310,304,"Nassef Sawiris","$7.7 B",61,"Egypt","construction, investments","Construction & Engineering",NA
"312",311,304,"Xu Shihui","$7.7 B",64,"China","snacks, beverages","Food & Beverage",NA
"313",312,313,"Rahel Blocher","$7.6 B",46,"Switzerland","chemicals","Manufacturing",NA
"314",313,313,"Shahid Khan","$7.6 B",71,"United States","auto parts","Automotive",NA
"315",314,313,"Magdalena Martullo-Blocher","$7.6 B",53,"Switzerland","chemicals","Manufacturing",NA
"316",315,316,"Vincent Bolloré & family","$7.5 B",70,"France","investments","Finance & Investments",NA
"317",316,316,"Jeffery Hildebrand","$7.5 B",63,"United States","oil","Energy",NA
"318",317,316,"Michael Kim","$7.5 B",58,"United States","private equity","Finance & Investments",NA
"319",318,316,"Richard Kinder","$7.5 B",77,"United States","pipelines","Energy",NA
"320",319,316,"David Shaw","$7.5 B",71,"United States","hedge funds","Finance & Investments",NA
"321",320,321,"John Malone","$7.4 B",81,"United States","cable television","Media & Entertainment",NA
"322",321,321,"Vicky Safra","$7.4 B",69,"Greece","banking","Finance & Investments",NA
"323",322,321,"Tim Sweeney","$7.4 B",51,"United States","video games","Media & Entertainment",NA
"324",323,324,"Mike Adenuga","$7.3 B",68,"Nigeria","telecom, oil","Diversified",NA
"325",324,324,"David Green & family","$7.3 B",80,"United States","retail","Fashion & Retail",NA
"326",325,324,"Paul Tudor Jones, II.","$7.3 B",67,"United States","hedge funds","Finance & Investments",NA
"327",326,324,"Yuri Milner","$7.3 B",60,"Israel","tech investments","Finance & Investments",NA
"328",327,324,"Henry Samueli","$7.3 B",67,"United States","semiconductors","Technology",NA
"329",328,324,"Patrick Soon-Shiong","$7.3 B",69,"United States","pharmaceuticals","Healthcare",NA
"330",329,330,"Antonia Ax:son Johnson & family","$7.2 B",78,"Sweden","diversified","Diversified",NA
"331",330,330,"Michael Kadoorie","$7.2 B",80,"Hong Kong","hotels, energy","Energy",NA
"332",331,330,"Lin Shu-hong","$7.2 B",93,"Taiwan","petrochemicals","Manufacturing",NA
"333",332,330,"Niels Peter Louis-Hansen","$7.2 B",74,"Denmark","medical devices","Healthcare",NA
"334",333,330,"Reinhold Schmieding","$7.2 B",67,"United States","medical devices","Healthcare",NA
"335",334,330,"Wee Cho Yaw","$7.2 B",93,"Singapore","banking","Finance & Investments",NA
"336",335,336,"Silvio Berlusconi & family","$7.1 B",85,"Italy","media","Diversified",NA
"337",336,336,"Arthur Blank","$7.1 B",79,"United States","Home Depot","Sports",NA
"338",337,336,"Qian Dongqi & family","$7.1 B",64,"China","home-cleaning robots","Manufacturing",NA
"339",338,336,"J. Christopher Reyes","$7.1 B",68,"United States","food distribution","Food & Beverage",NA
"340",339,336,"Jude Reyes","$7.1 B",66,"United States","food distribution","Food & Beverage",NA
"341",340,336,"Nik Storonsky","$7.1 B",37,"United Kingdom","fintech","Finance & Investments",NA
"342",341,336,"Zhou Qunfei & family","$7.1 B",52,"Hong Kong","smartphone screens","Technology",NA
"343",342,343,"Deng Weiming & family","$7 B",53,"China","battery components","Manufacturing",NA
"344",343,343,"Judy Faulkner","$7 B",78,"United States","health IT","Technology",NA
"345",344,343,"Robin Li","$7 B",53,"China","internet search","Technology",NA
"346",345,343,"Carrie Perrodo & family","$7 B",71,"France","oil","Energy",NA
"347",346,343,"David Reuben","$7 B",83,"United Kingdom","investments, real estate","Real Estate",NA
"348",347,343,"Simon Reuben","$7 B",80,"United Kingdom","real estate, investments","Diversified",NA
"349",348,343,"Seo Jung-jin","$7 B",64,"South Korea","biotech","Healthcare",NA
"350",349,350,"Roman Abramovich","$6.9 B",55,"Russia","steel, investments","Diversified",NA
"351",350,350,"Micky Arison","$6.9 B",72,"United States","Carnival Cruises","Service",NA
"352",351,350,"Edythe Broad & family","$6.9 B",86,"United States","homebuilding, insurance","Diversified",NA
"353",352,350,"Terry Gou","$6.9 B",71,"Taiwan","electronics","Technology",NA
"354",353,350,"Jiang Bin","$6.9 B",55,"China","acoustic components","Technology",NA
"355",354,350,"Vinod Khosla","$6.9 B",67,"United States","venture capital","Technology",NA
"356",355,350,"Ralph Lauren","$6.9 B",82,"United States","apparel","Fashion & Retail",NA
"357",356,350,"Douglas Leone","$6.9 B",64,"United States","venture capital","Finance & Investments",NA
"358",357,350,"Lucia Maggi & family","$6.9 B",89,"Brazil","agribusiness","Diversified",NA
"359",358,350,"Horst Julius Pudwill","$6.9 B",77,"Germany","manufacturing","Manufacturing",NA
"360",359,350,"Abdulsamad Rabiu","$6.9 B",61,"Nigeria","cement, sugar","Diversified",NA
"361",360,350,"Harry Stine","$6.9 B",80,"United States","agriculture","Food & Beverage",NA
"362",361,350,"Dennis Washington","$6.9 B",87,"United States","construction, mining","Logistics",NA
"363",362,363,"Hasmukh Chudgar & family","$6.8 B",88,"India","pharmaceuticals","Healthcare",NA
"364",363,363,"Stanley Druckenmiller","$6.8 B",68,"United States","hedge funds","Finance & Investments",NA
"365",364,363,"Jonathan Gray","$6.8 B",52,"United States","investments","Finance & Investments",NA
"366",365,363,"Kwon Hyuk-bin","$6.8 B",48,"South Korea","online games","Technology",NA
"367",366,363,"Frank Lowy","$6.8 B",91,"Australia","shopping malls","Real Estate",NA
"368",367,363,"Ronda Stryker","$6.8 B",67,"United States","medical equipment","Healthcare",NA
"369",368,369,"Alejandro Bailleres Gual & siblings","$6.7 B",61,"Mexico","mining","Diversified",NA
"370",369,369,"Benu Gopal Bangur","$6.7 B",90,"India","cement","Manufacturing",NA
"371",370,369,"James Goodnight","$6.7 B",79,"United States","software","Technology",NA
"372",371,369,"Alain Merieux & family","$6.7 B",84,"France","pharmaceuticals","Healthcare",NA
"373",372,369,"Enrique Razon Jr.","$6.7 B",62,"Philippines","ports","Logistics",NA
"374",373,369,"Robert F. Smith","$6.7 B",59,"United States","private equity","Finance & Investments",NA
"375",374,375,"Brian Armstrong","$6.6 B",39,"United States","cryptocurrency","Finance & Investments",NA
"376",375,375,"Dannine Avara","$6.6 B",58,"United States","pipelines","Energy",NA
"377",376,375,"Patrick Drahi","$6.6 B",58,"France","telecom","Telecom",NA
"378",377,375,"Scott Duncan","$6.6 B",39,"United States","pipelines","Energy",NA
"379",378,375,"Milane Frantz","$6.6 B",52,"United States","pipelines","Energy",NA
"380",379,375,"Andreas Halvorsen","$6.6 B",60,"Norway","hedge funds","Finance & Investments",NA
"381",380,375,"Law Kar Po","$6.6 B",73,"Hong Kong","real estate","Real Estate",NA
"382",381,375,"Nicolas Puech","$6.6 B",79,"France","Hermes","Fashion & Retail",NA
"383",382,375,"Viktor Rashnikov","$6.6 B",73,"Russia","steel","Manufacturing",NA
"384",383,375,"Dmitry Rybolovlev","$6.6 B",55,"Russia","fertilizer","Manufacturing",NA
"385",384,375,"Randa Duncan Williams","$6.6 B",60,"United States","pipelines","Energy",NA
"386",385,386,"Chen Jianhua","$6.5 B",51,"China","chemicals","Manufacturing",NA
"387",386,386,"John Grayken","$6.5 B",65,"Ireland","private equity","Finance & Investments",NA
"388",387,386,"Ray Lee Hunt","$6.5 B",78,"United States","oil, real estate","Energy",NA
"389",388,386,"Philippe Laffont","$6.5 B",54,"United States","hedge fund","Finance & Investments",NA
"390",389,386,"Henry Nicholas, III.","$6.5 B",62,"United States","semiconductors","Technology",NA
"391",390,386,"Axel Oberwelland & siblings","$6.5 B",55,"Germany","candy","Food & Beverage",NA
"392",391,386,"Cliff Obrecht","$6.5 B",36,"Australia","software","Technology",NA
"393",392,386,"John Overdeck","$6.5 B",52,"United States","hedge funds","Finance & Investments",NA
"394",393,386,"Melanie Perkins","$6.5 B",34,"Australia","software","Technology",NA
"395",394,386,"Ruan Hongliang & family","$6.5 B",61,"China","glass","Manufacturing",NA
"396",395,386,"David Siegel","$6.5 B",60,"United States","hedge funds","Finance & Investments",NA
"397",396,386,"David Velez","$6.5 B",40,"Colombia","fintech","Finance & Investments",NA
"398",397,398,"Juergen Blickle","$6.4 B",75,"Germany","auto parts","Manufacturing",NA
"399",398,398,"Cheng Xue","$6.4 B",52,"China","soy sauce","Food & Beverage",NA
"400",399,398,"Jack Dangermond","$6.4 B",76,"United States","mapping software","Technology",NA
"401",400,398,"Jiang Weiping & family","$6.4 B",67,"China","chemicals","Manufacturing",NA
"402",401,398,"Takahisa Takahara","$6.4 B",60,"Japan","personal care goods","Fashion & Retail",NA
"403",402,403,"Orlando Bravo","$6.3 B",51,"United States","private equity","Finance & Investments",NA
"404",403,403,"Hong Ra-hee","$6.3 B",76,"South Korea","Samsung","Technology",NA
"405",404,403,"Edward Johnson, IV.","$6.3 B",57,"United States","money management","Finance & Investments",NA
"406",405,403,"Li Xiaohua & family","$6.3 B",60,"China","packaging","Manufacturing",NA
"407",406,403,"Sri Prakash Lohia","$6.3 B",69,"Indonesia","petrochemicals","Manufacturing",NA
"408",407,403,"Miao Hangen","$6.3 B",57,"China","textiles, petrochemicals","Diversified",NA
"409",408,403,"Bobby Murphy","$6.3 B",33,"United States","Snapchat","Technology",NA
"410",409,403,"Wu Jianshu","$6.3 B",58,"Hong Kong","auto parts","Automotive",NA
"411",410,411,"Maria Asuncion Aramburuzabala & family","$6.2 B",58,"Mexico","beer, investments","Food & Beverage",NA
"412",411,411,"Melinda French Gates","$6.2 B",57,"United States","Microsoft","Technology",NA
"413",412,411,"Bruce Kovner","$6.2 B",77,"United States","hedge funds","Finance & Investments",NA
"414",413,411,"Pham Nhat Vuong","$6.2 B",53,"Vietnam","diversified","Diversified",NA
"415",414,411,"Michal Solowow","$6.2 B",59,"Poland","investments","Finance & Investments",NA
"416",415,411,"Leonard Stern","$6.2 B",84,"United States","real estate","Real Estate",NA
"417",416,411,"Stef Wertheimer & family","$6.2 B",95,"Israel","metalworking tools","Manufacturing",NA
"418",417,418,"Rocco Commisso","$6.1 B",72,"United States","telecom","Telecom",NA
"419",418,418,"Jack Dorsey","$6.1 B",45,"United States","Twitter, Square","Technology",NA
"420",419,418,"Lin Li","$6.1 B",58,"China","investments","Finance & Investments",NA
"421",420,418,"George Lucas","$6.1 B",77,"United States","Star Wars","Media & Entertainment",NA
"422",421,418,"Evan Spiegel","$6.1 B",31,"United States","Snapchat","Technology",NA
"423",422,418,"Zhao Yan","$6.1 B",55,"China","biotech","Diversified",NA
"424",423,424,"Tom Gores","$6 B",57,"United States","private equity","Finance & Investments",NA
"425",424,424,"Leo Koguan","$6 B",67,"United States","IT provider","Technology",NA
"426",425,424,"Alexei Kuzmichev","$6 B",59,"Russia","oil, banking, telecom","Energy",NA
"427",426,424,"Fredrik Lundberg","$6 B",70,"Sweden","real estate, investments","Real Estate",NA
"428",427,424,"John Morris","$6 B",74,"United States","sporting goods retail","Fashion & Retail",NA
"429",428,424,"Ivar Tollefsen","$6 B",60,"Norway","real estate","Real Estate",NA
"430",429,424,"John, Alan & Bruce Wilson","$6 B",64,"Australia","retailing","Fashion & Retail",NA
"431",430,431,"Stephen Bisciotti","$5.9 B",61,"United States","staffing, Baltimore Ravens","Sports",NA
"432",431,431,"Mahendra Choksi & family","$5.9 B",80,"India","paints","Manufacturing",NA
"433",432,431,"Jian Jun","$5.9 B",58,"China","biomedical products","Healthcare",NA
"434",433,431,"Barry Lam","$5.9 B",72,"Taiwan","electronics","Technology",NA
"435",434,431,"Michael Moritz","$5.9 B",67,"United States","venture capital","Technology",NA
"436",435,431,"Teh Hong Piow","$5.9 B",92,"Malaysia","banking","Finance & Investments",NA
"437",436,431,"Gary Wang","$5.9 B",28,"United States","cryptocurrency exchange","Finance & Investments",NA
"438",437,438,"Andre Esteves","$5.8 B",53,"Brazil","banking","Finance & Investments",NA
"439",438,438,"Joshua Harris","$5.8 B",57,"United States","private equity","Finance & Investments",NA
"440",439,438,"Rakesh Jhunjhunwala","$5.8 B",61,"India","investments","Finance & Investments",NA
"441",440,438,"Ken Langone","$5.8 B",86,"United States","investments","Finance & Investments",NA
"442",441,438,"Ludwig Merckle","$5.8 B",57,"Germany","pharmaceuticals","Finance & Investments",NA
"443",442,438,"Sandra Ortega Mera","$5.8 B",53,"Spain","Zara","Fashion & Retail",NA
"444",443,438,"Terrence Pegula","$5.8 B",71,"United States","natural gas","Energy",NA
"445",444,438,"Karen Pritzker","$5.8 B",64,"United States","hotels, investments","Finance & Investments",NA
"446",445,438,"Mitchell Rales","$5.8 B",65,"United States","manufacturing, investments","Manufacturing",NA
"447",446,438,"Wolfgang Reimann","$5.8 B",69,"Germany","consumer goods","Fashion & Retail",NA
"448",447,438,"Matthias Reimann-Andersen","$5.8 B",57,"Germany","consumer goods","Fashion & Retail",NA
"449",448,438,"Stefan Reimann-Andersen","$5.8 B",58,"Germany","consumer goods","Fashion & Retail",NA
"450",449,438,"Renate Reimann-Haas","$5.8 B",70,"Germany","consumer goods","Fashion & Retail",NA
"451",450,438,"Ruan Liping","$5.8 B",58,"Hong Kong","power strips","Manufacturing",NA
"452",451,438,"Ruan Xueping","$5.8 B",50,"Hong Kong","power strip","Manufacturing",NA
"453",452,438,"Charles Simonyi","$5.8 B",73,"United States","Microsoft","Technology",NA
"454",453,438,"John A. Sobrato & family","$5.8 B",82,"United States","real estate","Real Estate",NA
"455",454,438,"David Steward","$5.8 B",70,"United States","IT provider","Technology",NA
"456",455,438,"Radovan Vitek","$5.8 B",50,"Czechia","real estate","Real Estate",NA
"457",456,438,"Les Wexner & family","$5.8 B",84,"United States","retail","Fashion & Retail",NA
"458",457,438,"Aloys Wobben","$5.8 B",70,"Germany","wind turbines","Energy",NA
"459",458,438,"Sam Zell","$5.8 B",80,"United States","real estate, private equity","Real Estate",NA
"460",459,460,"Anthony Bamford & family","$5.7 B",76,"United Kingdom","construction equipment","Construction & Engineering",NA
"461",460,460,"Rainer Blickle","$5.7 B",74,"Germany","auto parts","Manufacturing",NA
"462",461,460,"Clive Calder","$5.7 B",75,"United Kingdom","record label","Media & Entertainment",NA
"463",462,460,"Frits Goldschmeding","$5.7 B",88,"Netherlands","temp agency","Service",NA
"464",463,460,"Ananda Krishnan","$5.7 B",84,"Malaysia","telecoms, media, oil-services","Telecom",NA
"465",464,460,"Joe Mansueto","$5.7 B",65,"United States","investment research","Finance & Investments",NA
"466",465,460,"Odd Reitan & family","$5.7 B",70,"Norway","retail, real estate","Fashion & Retail",NA
"467",466,460,"Antony Ressler","$5.7 B",60,"United States","finance","Finance & Investments",NA
"468",467,460,"Tang Xiao'ou","$5.7 B",54,"Hong Kong","software","Technology",NA
"469",468,460,"Tse Ping","$5.7 B",70,"China","pharmaceuticals","Healthcare",NA
"470",469,460,"Ken Xie","$5.7 B",59,"United States","cybersecurity","Technology",NA
"471",470,471,"Tilman Fertitta","$5.6 B",64,"United States","Houston Rockets, entertainment","Food & Beverage",NA
"472",471,471,"Prajogo Pangestu","$5.6 B",77,"Indonesia","petrochemicals","Diversified",NA
"473",472,471,"Edward Roski, Jr.","$5.6 B",83,"United States","real estate","Real Estate",NA
"474",473,471,"Teddy Sagi","$5.6 B",50,"Israel","gambling software","Gambling & Casinos",NA
"475",474,471,"Thomas Straumann","$5.6 B",58,"Switzerland","dental implants","Healthcare",NA
"476",475,471,"David Sun","$5.6 B",70,"United States","computer hardware","Technology",NA
"477",476,471,"John Tu","$5.6 B",80,"United States","computer hardware","Technology",NA
"478",477,471,"Erich Wesjohann & family","$5.6 B",76,"Germany","poultry genetics","Food & Beverage",NA
"479",478,471,"Xu Jinfu","$5.6 B",58,"China","chemicals","Manufacturing",NA
"480",479,480,"Alexander Abramov","$5.5 B",63,"Russia","steel, mining","Metals & Mining",NA
"481",480,480,"Neil Bluhm","$5.5 B",84,"United States","real estate","Real Estate",NA
"482",481,480,"Don Hankey","$5.5 B",78,"United States","auto loans","Finance & Investments",NA
"483",482,480,"Kwee brothers","$5.5 B",64,"Singapore","Real Estate","Real Estate",NA
"484",483,480,"Jane Lauder","$5.5 B",49,"United States","Estée Lauder","Fashion & Retail",NA
"485",484,480,"Gwendolyn Sontheim Meyer","$5.5 B",60,"United States","Cargill","Food & Beverage",NA
"486",485,480,"John Reece","$5.5 B",65,"United Kingdom","chemicals","Manufacturing",NA
"487",486,480,"Eric Smidt","$5.5 B",62,"United States","hardware stores","Fashion & Retail",NA
"488",487,480,"Viktor Vekselberg","$5.5 B",64,"Russia","metals, energy","Energy",NA
"489",488,480,"Ronald Wanek","$5.5 B",80,"United States","furniture","Manufacturing",NA
"490",489,490,"Rene Benko","$5.4 B",45,"Austria","real estate, retail","Real Estate",NA
"491",490,490,"John Brown","$5.4 B",87,"United States","medical equipment","Healthcare",NA
"492",491,490,"Chen Zhiping","$5.4 B",46,"China","e-cigarettes","Manufacturing",NA
"493",492,490,"Andrew Currie","$5.4 B",66,"United Kingdom","chemicals","Manufacturing",NA
"494",493,490,"Jim Davis & family","$5.4 B",78,"United States","New Balance","Manufacturing",NA
